course_id,name,rating,reviews,Platform,actual_sentiment,preprocessed,flattened_reviews,sentiment
python-data-analysis,Introduction to Data Science in Python,3.0,I have learned so many tips and suggestions from this course. Indeed its a great help not only me as learner but as well as being a teacher. I applaud Dr. Sejnowski and Dr. Oakley for imparting their expertise and love for learning. I also commend their delivery and approach for this course. There were a lot of insightful ideas especially the interviews with some professional who testify and share their experiences which I found very authentic and effective. ,Coursera,0,"['learned', 'many', 'tip', 'suggestion', 'course', 'indeed', 'great', 'help', 'learner', 'well', 'teacher', 'applaud', 'dr', 'sejnowski', 'dr', 'oakley', 'imparting', 'expertise', 'love', 'learning', 'also', 'commend', 'delivery', 'approach', 'course', 'lot', 'insightful', 'idea', 'especially', 'interview', 'professional', 'testify', 'share', 'experience', 'found', 'authentic', 'effective']",learned many tip suggestion course indeed great help learner well teacher applaud dr sejnowski dr oakley imparting expertise love learning also commend delivery approach course lot insightful idea especially interview professional testify share experience found authentic effective,Neutral
1322294,React From The Ground Up,4.0,"The instructor provides very clear and concise explanations on all topics covered in the course. Furthermore he is very fast to respond to any queries and questions asked throughout the course, with useful answers. Perfect course for people who are beginners on the topic",Udemy,1,"['instructor', 'provides', 'clear', 'concise', 'explanation', 'topic', 'covered', 'course', 'furthermore', 'fast', 'respond', 'query', 'question', 'asked', 'throughout', 'course', 'useful', 'answer', 'perfect', 'course', 'people', 'beginner', 'topic']",instructor provides clear concise explanation topic covered course furthermore fast respond query question asked throughout course useful answer perfect course people beginner topic,Positive
excel-data-analysis,Introduction to Data Analysis Using Excel,5.0,very good course to understand the importance of git and Github in IT industry and to master the commands of git,Coursera,1,"['good', 'course', 'understand', 'importance', 'git', 'github', 'industry', 'master', 'command', 'git']",good course understand importance git github industry master command git,Positive
introduction-to-ai,Introduction to Artificial Intelligence (AI),4.0,Thank you so much. I appreciated it. ÃªÂ³Â Ã«Â§Â™Ã¬ÂŠÂµÃ«Â‹ÂˆÃ«Â‹Â¤.,Coursera,1,"['thank', 'much', 'appreciated']",thank much appreciated,Positive
706508,Complete Web Development: 22 Courses in 1,5.0,"Example of assigning to team lead./QA is good example but it is not practical. Reason, first time when tickets comes into QA lane, QA lead will assign. Second time, if same ticket comes into QA due to a detect and fix from DEv, QA team lead again has to assign it to a person which is not practical in real life. Better example would have been to implement solution where it remembers QA resource and assigns it directly.",Udemy,1,"['example', 'assigning', 'team', 'lead', 'qa', 'good', 'example', 'practical', 'reason', 'first', 'time', 'ticket', 'come', 'qa', 'lane', 'qa', 'lead', 'assign', 'second', 'time', 'ticket', 'come', 'qa', 'due', 'detect', 'fix', 'dev', 'qa', 'team', 'lead', 'assign', 'person', 'practical', 'real', 'life', 'better', 'example', 'would', 'implement', 'solution', 'remembers', 'qa', 'resource', 'assigns', 'directly']",example assigning team lead qa good example practical reason first time ticket come qa lane qa lead assign second time ticket come qa due detect fix dev qa team lead assign person practical real life better example would implement solution remembers qa resource assigns directly,Positive
916642,How to Make a Freaking iPhone App - iOS 10 and Swift 3,4.5,A bit fast,Udemy,1,"['bit', 'fast']",bit fast,Positive
open-source-tools-for-data-science,Tools for Data Science,2.0,great course with thoughtful insights,Coursera,-1,"['great', 'course', 'thoughtful', 'insight']",great course thoughtful insight,Positive
neural-networks-deep-learning,Neural Networks and Deep Learning,4.0,"Brilliant, brilliant course on the fundamentals of computer networking. The 5 model layer is wonderfully described, with just the right amount of details to get even somebody with little general knowledge off the ground. Congratulations to all contributors for this great educational material!",Coursera,1,"['brilliant', 'brilliant', 'course', 'fundamental', 'computer', 'networking', 'model', 'layer', 'wonderfully', 'described', 'right', 'amount', 'detail', 'get', 'even', 'somebody', 'little', 'general', 'knowledge', 'ground', 'congratulation', 'contributor', 'great', 'educational', 'material']",brilliant brilliant course fundamental computer networking model layer wonderfully described right amount detail get even somebody little general knowledge ground congratulation contributor great educational material,Positive
1223370,The WpFASTER WordPress Speed Optimization Master Course,5.0,"Perfect learning curve, organization and easy to follow with real web app examples.",Udemy,1,"['perfect', 'learning', 'curve', 'organization', 'easy', 'follow', 'real', 'web', 'app', 'example']",perfect learning curve organization easy follow real web app example,Positive
python-data-analysis,Introduction to Data Science in Python,4.0,I just loved everything in this course. Gained confidence on work on hands and programming skills,Coursera,1,"['loved', 'everything', 'course', 'gained', 'confidence', 'work', 'hand', 'programming', 'skill']",loved everything course gained confidence work hand programming skill,Positive
user-experience-design,Introduction to User Experience Design,5.0,I am a 55 year old learner with two advanced degrees and I have struggled. My hope is that more people get exposed to your work. It has the power to ease suffering and end unnecessary battles with self confidence. It may even keep many from giving up.  Thank you for your generosity and knowledge.,Coursera,1,"['year', 'old', 'learner', 'two', 'advanced', 'degree', 'struggled', 'hope', 'people', 'get', 'exposed', 'work', 'power', 'ease', 'suffering', 'end', 'unnecessary', 'battle', 'self', 'confidence', 'may', 'even', 'keep', 'many', 'giving', 'thank', 'generosity', 'knowledge']",year old learner two advanced degree struggled hope people get exposed work power ease suffering end unnecessary battle self confidence may even keep many giving thank generosity knowledge,Positive
introduction-psychology,Introduction to Psychology,5.0,A course Must for students in the field of Computer Science.,Coursera,1,"['course', 'must', 'student', 'field', 'computer', 'science']",course must student field computer science,Positive
787236,Wordpress Woocommerce - Complete Project Professional Course,5.0,Great at explaining things. Logical flow. Nothing extraneous. Useful. Detailed. Seems like a very nice guy.,Udemy,1,"['great', 'explaining', 'thing', 'logical', 'flow', 'nothing', 'extraneous', 'useful', 'detailed', 'seems', 'like', 'nice', 'guy']",great explaining thing logical flow nothing extraneous useful detailed seems like nice guy,Positive
neural-networks-deep-learning,Neural Networks and Deep Learning,5.0,Coursera is the only authentic platform as per my knowledge where I can get right content with excellent faculties to learn and explore with hands on activity. ,Coursera,1,"['coursera', 'authentic', 'platform', 'per', 'knowledge', 'get', 'right', 'content', 'excellent', 'faculty', 'learn', 'explore', 'hand', 'activity']",coursera authentic platform per knowledge get right content excellent faculty learn explore hand activity,Positive
609984,Complete C# Unity Developer 3D: Learn to Code Making Games,4.0,"Fantastic orientation to SASS and learning to decipher the relationship between CSS, SCSS, and SASS as well as getting to understand mixin frameworks like Bourbon relative to css frameworks like Foundation. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",Udemy,1,"['fantastic', 'orientation', 'sas', 'learning', 'decipher', 'relationship', 'cs', 'sc', 'sas', 'well', 'getting', 'understand', 'mixin', 'framework', 'like', 'bourbon', 'relative', 'cs', 'framework', 'like', 'foundation']",fantastic orientation sas learning decipher relationship cs sc sas well getting understand mixin framework like bourbon relative cs framework like foundation,Positive
ai-for-everyone,AI For Everyone,4.0,An excellent teaching and presentation by the Tutor. Kudos to the team for making such a wonderful interactive sessions!,Coursera,1,"['excellent', 'teaching', 'presentation', 'tutor', 'kudos', 'team', 'making', 'wonderful', 'interactive', 'session']",excellent teaching presentation tutor kudos team making wonderful interactive session,Positive
866384,The Complete Java Certification Course,4.0,Like the flow and Evan's sense of humor.. Best of all the insertions of smart clips and images that help our brains connect the dots and remember the material better.,Udemy,1,"['like', 'flow', 'evan', 'sense', 'humor', 'best', 'insertion', 'smart', 'clip', 'image', 'help', 'brain', 'connect', 'dot', 'remember', 'material', 'better']",like flow evan sense humor best insertion smart clip image help brain connect dot remember material better,Positive
1146400,ES6 Javascript: The Complete Developer's Guide,4.0,Need more exercises in threads and advanced python programming,Udemy,1,"['need', 'exercise', 'thread', 'advanced', 'python', 'programming']",need exercise thread advanced python programming,Positive
927606,Learning Algorithms in JavaScript from Scratch,5.0,The course is amazing and it helped me a lot in learning new things. I like the way of teaching.,Udemy,1,"['course', 'amazing', 'helped', 'lot', 'learning', 'new', 'thing', 'like', 'way', 'teaching']",course amazing helped lot learning new thing like way teaching,Positive
1636712,Automate the Boring Stuff with Python Programming,5.0,"So far, I have little to complain about. The one thing I do feel to complain about is not properly describing the // as delimiters, opting to say they are 'like quotes' which is close enough, but ruffles my feathers a bit. There are other instances where the author feels like he's using misleading language to make it easier for new people to understand, but will confuse more seasoned programmers who know better.",Udemy,1,"['far', 'little', 'complain', 'one', 'thing', 'feel', 'complain', 'properly', 'describing', 'delimiters', 'opting', 'say', 'like', 'quote', 'close', 'enough', 'ruffle', 'feather', 'bit', 'instance', 'author', 'feel', 'like', 'using', 'misleading', 'language', 'make', 'easier', 'new', 'people', 'understand', 'confuse', 'seasoned', 'programmer', 'know', 'better']",far little complain one thing feel complain properly describing delimiters opting say like quote close enough ruffle feather bit instance author feel like using misleading language make easier new people understand confuse seasoned programmer know better,Positive
1906852,Object Oriented Programming (OOP) in PHP - Build An OOP Site,5.0,"Good pace, clear presentation.",Udemy,1,"['good', 'pace', 'clear', 'presentation']",good pace clear presentation,Positive
r-programming,R Programming,5.0,"The course teach me a lot. I didn't have previous experience in Python so it was quite challenging. It gave me  solid foundation to start learning more about Data Analysis in Python. However, from time to time, I found the Assignments very challenging and I need to search a lot in outside sources to complete.",Coursera,1,"['course', 'teach', 'lot', 'previous', 'experience', 'python', 'quite', 'challenging', 'gave', 'solid', 'foundation', 'start', 'learning', 'data', 'analysis', 'python', 'however', 'time', 'time', 'found', 'assignment', 'challenging', 'need', 'search', 'lot', 'outside', 'source', 'complete']",course teach lot previous experience python quite challenging gave solid foundation start learning data analysis python however time time found assignment challenging need search lot outside source complete,Positive
becoming-a-veterinarian,EDIVET: Do you have what it takes to be a veterinarian?,4.0,This course is good for progressive learning of python especially when your is to use python for Data frames. Introduction to hypothesis testing is too short.,Coursera,1,"['course', 'good', 'progressive', 'learning', 'python', 'especially', 'use', 'python', 'data', 'frame', 'introduction', 'hypothesis', 'testing', 'short']",course good progressive learning python especially use python data frame introduction hypothesis testing short,Positive
python-network-data,Using Python to Access Web Data,5.0,It's a really good introduction for getting to know some key aspects of AI and how it could influence enterprises and society as a whole,Coursera,1,"['really', 'good', 'introduction', 'getting', 'know', 'key', 'aspect', 'ai', 'could', 'influence', 'enterprise', 'society', 'whole']",really good introduction getting know key aspect ai could influence enterprise society whole,Positive
sql-data-science,Databases and SQL for Data Science,5.0,One of the well organized and informative course for beginners.,Coursera,1,"['one', 'well', 'organized', 'informative', 'course', 'beginner']",one well organized informative course beginner,Positive
bootstrap-4,Front-End Web UI Frameworks and Tools: Bootstrap 4,5.0,This was such a great course and a great professor!,Coursera,1,"['great', 'course', 'great', 'professor']",great course great professor,Positive
deep-neural-network,"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",4.0,Great course!!! The explanations are very clear and the material is also pretty good. Recommended for everyone that wishes to learn about web development and improve your programming skills. ,Coursera,1,"['great', 'course', 'explanation', 'clear', 'material', 'also', 'pretty', 'good', 'recommended', 'everyone', 'wish', 'learn', 'web', 'development', 'improve', 'programming', 'skill']",great course explanation clear material also pretty good recommended everyone wish learn web development improve programming skill,Positive
deep-neural-network,"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",4.0,"Great Course! well explained and gives you a lot of tool as well as key strategies to handle and make the best of your negotiations, i loved the psychological tools, ADR as well as the legal advice in contract making. ",Coursera,1,"['great', 'course', 'well', 'explained', 'give', 'lot', 'tool', 'well', 'key', 'strategy', 'handle', 'make', 'best', 'negotiation', 'loved', 'psychological', 'tool', 'adr', 'well', 'legal', 'advice', 'contract', 'making']",great course well explained give lot tool well key strategy handle make best negotiation loved psychological tool adr well legal advice contract making,Positive
neural-networks-deep-learning,Neural Networks and Deep Learning,4.0,Brainstorming and ensures in-depth learning. Interim quizzes really helped to digest the concept thoroughly.,Coursera,1,"['brainstorming', 'ensures', 'depth', 'learning', 'interim', 'quiz', 'really', 'helped', 'digest', 'concept', 'thoroughly']",brainstorming ensures depth learning interim quiz really helped digest concept thoroughly,Positive
895138,PHP for Beginners: How to Build an E-Commerce Store,5.0,good quality lesson but does miss some steps although shows you enough for you to figure out whats missing and add it in yourself,Udemy,1,"['good', 'quality', 'lesson', 'miss', 'step', 'although', 'show', 'enough', 'figure', 'whats', 'missing', 'add']",good quality lesson miss step although show enough figure whats missing add,Positive
python-data,Python Data Structures,4.0,"Good contents, quizzes and very good explanations",Coursera,1,"['good', 'content', 'quiz', 'good', 'explanation']",good content quiz good explanation,Positive
professional-emails-english,Write Professional Emails in English,5.0,"I think that this is a very good introductory course. Does not delve too deep, but deep enough to learn something and grasp some basics. Loved Suilin's videos.",Coursera,1,"['think', 'good', 'introductory', 'course', 'delve', 'deep', 'deep', 'enough', 'learn', 'something', 'grasp', 'basic', 'loved', 'suilin', 'video']",think good introductory course delve deep deep enough learn something grasp basic loved suilin video,Positive
9463,Advanced SQL : SQL Expert Certification Preparation Course,1.0,"There's a saying in sports ""Elite athletes don't always make elite coaches."" Stephen is a ELITE coach.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",Udemy,-1,"['saying', 'sport', 'elite', 'athlete', 'always', 'make', 'elite', 'coach', 'stephen', 'elite', 'coach']",saying sport elite athlete always make elite coach stephen elite coach,Positive
excel-essentials,Excel Skills for Business: Essentials,5.0,"Excellent course, I learned a lot about the process of preparing a negotiation, the process of agreement, and everything related to the different alternatives in the negotiation. Thank you very much. ",Coursera,1,"['excellent', 'course', 'learned', 'lot', 'process', 'preparing', 'negotiation', 'process', 'agreement', 'everything', 'related', 'different', 'alternative', 'negotiation', 'thank', 'much']",excellent course learned lot process preparing negotiation process agreement everything related different alternative negotiation thank much,Positive
grammar-punctuation,Grammar and Punctuation,5.0,The lessons are easy to follow and helped me to have a better understanding of Excel and all the things it can do. There are also many helpful hints and tips that can be used to speed up tedious projects.,Coursera,1,"['lesson', 'easy', 'follow', 'helped', 'better', 'understanding', 'excel', 'thing', 'also', 'many', 'helpful', 'hint', 'tip', 'used', 'speed', 'tedious', 'project']",lesson easy follow helped better understanding excel thing also many helpful hint tip used speed tedious project,Positive
python-data-analysis,Introduction to Data Science in Python,5.0,"I learned so much from this course, I do go back and watch lessons, I also like at the end it gives a list of all the sentences learned and meaning, for review purposes.",Coursera,1,"['learned', 'much', 'course', 'go', 'back', 'watch', 'lesson', 'also', 'like', 'end', 'give', 'list', 'sentence', 'learned', 'meaning', 'review', 'purpose']",learned much course go back watch lesson also like end give list sentence learned meaning review purpose,Positive
1049092,React JS - Build real world JS apps & deploy on cloud,5.0,"About 80 % of the lectures are quite straight forward and simple but some concepts are not that clearly explained like inner joins, outer join right, left joins and views. but overall its a good course for understanding SQL basics for beginers, after all what do you expect to get in $ 11.",Udemy,1,"['lecture', 'quite', 'straight', 'forward', 'simple', 'concept', 'clearly', 'explained', 'like', 'inner', 'join', 'outer', 'join', 'right', 'left', 'join', 'view', 'overall', 'good', 'course', 'understanding', 'sql', 'basic', 'beginers', 'expect', 'get']",lecture quite straight forward simple concept clearly explained like inner join outer join right left join view overall good course understanding sql basic beginers expect get,Positive
1646980,Ruby Programming for Beginners,5.0,Need more on Maven and actually doing a full blown project more real life like,Udemy,1,"['need', 'maven', 'actually', 'full', 'blown', 'project', 'real', 'life', 'like']",need maven actually full blown project real life like,Positive
probability-intro,Introduction to Probability and Data with R,5.0,This course was the toughest one of them all. Very demanding but rewarding.,Coursera,1,"['course', 'toughest', 'one', 'demanding', 'rewarding']",course toughest one demanding rewarding,Positive
424864,"Beginner Full Stack Web Development: HTML, CSS, React & Node",5.0,So far so good.  We'll see how the content is but so far the organization and explanation has been good.,Udemy,1,"['far', 'good', 'see', 'content', 'far', 'organization', 'explanation', 'good']",far good see content far organization explanation good,Positive
managing-human-resources,Preparing to Manage Human Resources,5.0,This was a great course. I got good knowledge of sequence models and NLP.,Coursera,1,"['great', 'course', 'got', 'good', 'knowledge', 'sequence', 'model', 'nlp']",great course got good knowledge sequence model nlp,Positive
909244,Ultimate Web Designer & Developer Course: Build 23 Projects!,4.0,"So far, the teaching style is better than the other classes/videos/whatevers that I've tried.",Udemy,1,"['far', 'teaching', 'style', 'better', 'class', 'video', 'whatevers', 'tried']",far teaching style better class video whatevers tried,Positive
1527300,The Complete ASP.NET MVC 5 Course,4.5,"for me i would prefer to start step by step for example starting with menu bar then tools box like this in my opinion the student will not be confused . ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",Udemy,1,"['would', 'prefer', 'start', 'step', 'step', 'example', 'starting', 'menu', 'bar', 'tool', 'box', 'like', 'opinion', 'student', 'confused']",would prefer start step step example starting menu bar tool box like opinion student confused,Positive
1423234,The Complete ASP.NET MVC 5 Course,5.0,The Putty configutation doesn't work. Hit existing bugs with Oracle VM that I had to Google to fix.,Udemy,1,"['putty', 'configutation', 'work', 'hit', 'existing', 'bug', 'oracle', 'vm', 'google', 'fix']",putty configutation work hit existing bug oracle vm google fix,Positive
706978,Learn Perl 5 By Doing It,5.0,"Easy to follow, like the instructor",Udemy,1,"['easy', 'follow', 'like', 'instructor']",easy follow like instructor,Positive
animal-welfare,Animal Behaviour and Welfare,5.0,It was easy to learn every pace and gladly broaden my knowledge,Coursera,1,"['easy', 'learn', 'every', 'pace', 'gladly', 'broaden', 'knowledge']",easy learn every pace gladly broaden knowledge,Positive
financial-markets-global,Financial Markets,5.0,  I really like it. Though it's quite difficult to complete.  ,Coursera,1,"['really', 'like', 'though', 'quite', 'difficult', 'complete']",really like though quite difficult complete,Positive
learning-how-to-learn,Learning How to Learn: Powerful mental tools to help you master tough subjects,5.0,Fantastic materials!,Coursera,1,"['fantastic', 'material']",fantastic material,Positive
troubles-spectre-autisme-diagnostic,Troubles du spectre de l'autisme : diagnostic,5.0,"Very informative introduction, and very engaging with both educational content and graphics.",Coursera,1,"['informative', 'introduction', 'engaging', 'educational', 'content', 'graphic']",informative introduction engaging educational content graphic,Positive
communication-strategies-virtual-age,Communication Strategies for a Virtual Age,5.0,"it's very helpful, I think it's necessary for everyone to have to take a look at it.",Coursera,1,"['helpful', 'think', 'necessary', 'everyone', 'take', 'look']",helpful think necessary everyone take look,Positive
data-visualization-tableau,Fundamentals of Visualization with Tableau,4.0,"This course, for me, was at times a bit tedious but I learned a great deal that will definitely help me to feel more confident in this field. Thanks for also having one of the more difficult courses have a female instructor. It encouraged me all the more to finish the course.",Coursera,1,"['course', 'time', 'bit', 'tedious', 'learned', 'great', 'deal', 'definitely', 'help', 'feel', 'confident', 'field', 'thanks', 'also', 'one', 'difficult', 'course', 'female', 'instructor', 'encouraged', 'finish', 'course']",course time bit tedious learned great deal definitely help feel confident field thanks also one difficult course female instructor encouraged finish course,Positive
python-network-data,Using Python to Access Web Data,5.0,It's a great addition to the book. This course would perfectly feet those who're completely new to programming. ,Coursera,1,"['great', 'addition', 'book', 'course', 'would', 'perfectly', 'foot', 'completely', 'new', 'programming']",great addition book course would perfectly foot completely new programming,Positive
python-network-data,Using Python to Access Web Data,5.0,It's a great and informative course. ,Coursera,1,"['great', 'informative', 'course']",great informative course,Positive
878522,The Complete 2019 Fullstack Web Developer Course,4.5,So far its good,Udemy,1,"['far', 'good']",far good,Positive
549998,How to use JavaScript Objects JSON AJAX explained,5.0,That was very good to have this course. Explanation is good and assignments and quiz also. That makes practice more. Thank you for this.,Udemy,1,"['good', 'course', 'explanation', 'good', 'assignment', 'quiz', 'also', 'make', 'practice', 'thank']",good course explanation good assignment quiz also make practice thank,Positive
matlab,Introduction to Programming with MATLAB,5.0,This is the best course for python beginners .Everything is well explained by Dr. chuck and easy to understand.,Coursera,1,"['best', 'course', 'python', 'beginner', 'everything', 'well', 'explained', 'dr', 'chuck', 'easy', 'understand']",best course python beginner everything well explained dr chuck easy understand,Positive
834950,The Complete 2019 Fullstack Web Developer Course,5.0,Everything thus far has been in depth even with what little has been explained.,Udemy,1,"['everything', 'thus', 'far', 'depth', 'even', 'little', 'explained']",everything thus far depth even little explained,Positive
professional-emails-english,Write Professional Emails in English,5.0,I thoroughly enjoyed this course & will look at what else I can do next,Coursera,1,"['thoroughly', 'enjoyed', 'course', 'look', 'else', 'next']",thoroughly enjoyed course look else next,Positive
kotlin-for-java-developers,Kotlin for Java Developers,5.0,very useful course for the beginners,Coursera,1,"['useful', 'course', 'beginner']",useful course beginner,Positive
wine,Wine Tasting: Sensory Techniques for Wine Analysis,2.0,Python is really cool and this course is fascinating.  Charles is charming! I will continue learn Python here.. Thanks for your guidance. XD,Coursera,-1,"['python', 'really', 'cool', 'course', 'fascinating', 'charles', 'charming', 'continue', 'learn', 'python', 'thanks', 'guidance', 'xd']",python really cool course fascinating charles charming continue learn python thanks guidance xd,Positive
1693292,Learning AirWatch 9,4.5,super,Udemy,1,['super'],super,Positive
953976,Create Mobile Apps using Intel XDK and Ionic Framework,5.0,Starts basic but quickly moves on to complex sub Queries.  thx,Udemy,1,"['start', 'basic', 'quickly', 'move', 'complex', 'sub', 'query', 'thx']",start basic quickly move complex sub query thx,Positive
supply-chain-logistics,Supply Chain Logistics,2.0,"There could be more assignments (maybe more complex, or with different outputs) to fix the knowledge of the video lectures.",Coursera,-1,"['could', 'assignment', 'maybe', 'complex', 'different', 'output', 'fix', 'knowledge', 'video', 'lecture']",could assignment maybe complex different output fix knowledge video lecture,Positive
uva-darden-design-thinking-innovation,Design Thinking for Innovation,5.0,This course is for everyone who does not have any  prior knowledge in accounting and for everyone who would like check knowledge. Course is very clear . ,Coursera,1,"['course', 'everyone', 'prior', 'knowledge', 'accounting', 'everyone', 'would', 'like', 'check', 'knowledge', 'course', 'clear']",course everyone prior knowledge accounting everyone would like check knowledge course clear,Positive
research-methods,Understanding Research Methods,1.0,Perfect,Coursera,-1,['perfect'],perfect,Positive
r-programming,R Programming,5.0,"The course provides me the first experience of a complete foreign course!Although some of the theories have been known to many, this course is still worth a thorough learning for its insightful financial ideas.",Coursera,1,"['course', 'provides', 'first', 'experience', 'complete', 'foreign', 'course', 'although', 'theory', 'known', 'many', 'course', 'still', 'worth', 'thorough', 'learning', 'insightful', 'financial', 'idea']",course provides first experience complete foreign course although theory known many course still worth thorough learning insightful financial idea,Positive
wharton-people-analytics,People Analytics,4.0,"Very effective to imrpove negotiations skills, being convincing and persuasive in arguments zhen negotiating with people.",Coursera,1,"['effective', 'imrpove', 'negotiation', 'skill', 'convincing', 'persuasive', 'argument', 'zhen', 'negotiating', 'people']",effective imrpove negotiation skill convincing persuasive argument zhen negotiating people,Positive
wharton-customer-analytics,Customer Analytics,3.0,"i like the course very much, it offers good analysis for finding an oppertunity for startups .",Coursera,0,"['like', 'course', 'much', 'offer', 'good', 'analysis', 'finding', 'oppertunity', 'startup']",like course much offer good analysis finding oppertunity startup,Positive
679242,Python Beyond the Basics - Object-Oriented Programming,4.0,"Pace, coverage are very good. Examples on AWS instead of digital ocean would have been more helpful for me.",Udemy,1,"['pace', 'coverage', 'good', 'example', 'aws', 'instead', 'digital', 'ocean', 'would', 'helpful']",pace coverage good example aws instead digital ocean would helpful,Positive
schedule-projects,Budgeting and Scheduling Projects,5.0,Well researched and organized course material.,Coursera,1,"['well', 'researched', 'organized', 'course', 'material']",well researched organized course material,Positive
english-principles,Teach English Now! Foundational Principles,5.0,very good series of course with a great teacher,Coursera,1,"['good', 'series', 'course', 'great', 'teacher']",good series course great teacher,Positive
95848,Android Java Masterclass - Become an App Developer,5.0,"Detailed and very easy to understand explanation of each topic. Good work, cheers!!!!",Udemy,1,"['detailed', 'easy', 'understand', 'explanation', 'topic', 'good', 'work', 'cheer']",detailed easy understand explanation topic good work cheer,Positive
learn-to-program,Learn to Program: The Fundamentals,5.0,this course is really good for beginner - tutor was really good in touching all the topics in detail. ,Coursera,1,"['course', 'really', 'good', 'beginner', 'tutor', 'really', 'good', 'touching', 'topic', 'detail']",course really good beginner tutor really good touching topic detail,Positive
speak-english-professionally,"Speak English Professionally: In Person, Online & On the Phone",5.0,Thank you for organizing such an excellent course which is essential for a young ambitious students who want to build their career in this industry,Coursera,1,"['thank', 'organizing', 'excellent', 'course', 'essential', 'young', 'ambitious', 'student', 'want', 'build', 'career', 'industry']",thank organizing excellent course essential young ambitious student want build career industry,Positive
1144726,Serverless Architecture on Amazon Web Services,2.5,Cannot get the deep understanding of the subject,Udemy,-1,"['get', 'deep', 'understanding', 'subject']",get deep understanding subject,Positive
learn-korean,First Step Korean,5.0,Great course - concepts are very well explained and the assignments are helpful for understanding the material,Coursera,1,"['great', 'course', 'concept', 'well', 'explained', 'assignment', 'helpful', 'understanding', 'material']",great course concept well explained assignment helpful understanding material,Positive
learning-how-to-learn,Learning How to Learn: Powerful mental tools to help you master tough subjects,4.0,"Excellent instructor with amazing knowledge and an exceptional ability to explain things so easily, Thanks Andrew.",Coursera,1,"['excellent', 'instructor', 'amazing', 'knowledge', 'exceptional', 'ability', 'explain', 'thing', 'easily', 'thanks', 'andrew']",excellent instructor amazing knowledge exceptional ability explain thing easily thanks andrew,Positive
os-power-user,Operating Systems and You: Becoming a Power User,3.0,Great course if you have prior coding experience then you should be able to complete this in 1-2 weeks although great it does have some issues like it rushes through the lessons quite fast and that results in things becoming confusing and resulting in you having to repeat videos to really understand the lesson otherwise still a great lesson 9/10,Coursera,0,"['great', 'course', 'prior', 'coding', 'experience', 'able', 'complete', 'week', 'although', 'great', 'issue', 'like', 'rush', 'lesson', 'quite', 'fast', 'result', 'thing', 'becoming', 'confusing', 'resulting', 'repeat', 'video', 'really', 'understand', 'lesson', 'otherwise', 'still', 'great', 'lesson']",great course prior coding experience able complete week although great issue like rush lesson quite fast result thing becoming confusing resulting repeat video really understand lesson otherwise still great lesson,Positive
546164,Electron for Desktop Apps: The Complete Developer's Guide,4.5,"Excellent, No words, simply amazing",Udemy,1,"['excellent', 'word', 'simply', 'amazing']",excellent word simply amazing,Positive
291080,Angular Front To Back,4.0,"Brad is a fantastic instructor! I'm really enjoying his courses here and on YouTube, and I'm learning a ton.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,",Udemy,1,"['brad', 'fantastic', 'instructor', 'really', 'enjoying', 'course', 'youtube', 'learning', 'ton']",brad fantastic instructor really enjoying course youtube learning ton,Positive
teamwork-skills-effective-communication,Teamwork Skills: Communicating Effectively in Groups,5.0,This course is well organized and easy to understand. I really enjoy it !,Coursera,1,"['course', 'well', 'organized', 'easy', 'understand', 'really', 'enjoy']",course well organized easy understand really enjoy,Positive
828042,"NodeJS - The Complete Guide (incl. MVC, REST APIs, GraphQL)",4.0,"Good explanation, good introduction to tools and practices, coverage is also good. It would be better if trainer slows down a bit, and while creating examples make less compromises.",Udemy,1,"['good', 'explanation', 'good', 'introduction', 'tool', 'practice', 'coverage', 'also', 'good', 'would', 'better', 'trainer', 'slows', 'bit', 'creating', 'example', 'make', 'le', 'compromise']",good explanation good introduction tool practice coverage also good would better trainer slows bit creating example make le compromise,Positive
r-programming,R Programming,4.0,The course is very clear and easy to be followed by people who did not have a base knowledge about business analytics like me,Coursera,1,"['course', 'clear', 'easy', 'followed', 'people', 'base', 'knowledge', 'business', 'analytics', 'like']",course clear easy followed people base knowledge business analytics like,Positive
1341538,Introduction to Apache NiFi (Hortonworks DataFlow - HDF 2.0),4.0,Enjoyed the tutorial.  Learned new things about multiplayer system.,Udemy,1,"['enjoyed', 'tutorial', 'learned', 'new', 'thing', 'multiplayer', 'system']",enjoyed tutorial learned new thing multiplayer system,Positive
647428,ReactJS and Flux: Learn By Building 10 Projects,5.0,clear explanations,Udemy,1,"['clear', 'explanation']",clear explanation,Positive
